request_id,expected_path,observed_path,expected_steps,actual_steps,missing_steps,extra_steps,sequence_issues,step_count,expected_step_count,rework_count,exception_count,cycle_time_hours,has_unusual_sequence,variant_frequency,rare_path,drift_score,violation_points,ordering_points,rework_points,exception_points,rare_path_points,violation_count,critical_violation_count,high_violation_count,aligned
PR-18106,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,37.58,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-10326,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,13.81,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-13392,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,43.29,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-10936,Submitted → PO Created → Payment,Submitted → PO Created → Payment,"[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],3,3,0,0,18.13,False,304,False,0,0,0,0,0,0,0,0,0,True
PR-11676,Submitted → Manager → Director → Vendor Validation → Procurement → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Director → Vendor Validation → Procurement → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Vendor Validation"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Director Approval"", ""Vendor Validation"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],11,9,1,0,139.7,False,8,True,9,0,0,5,0,4,0,0,0,True
PR-13358,Submitted → Manager → Procurement → Finance → PO Created → Payment,Submitted → Manager → Procurement → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,44.31,False,155,False,0,0,0,0,0,0,0,0,0,True
PR-17424,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,27.32,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-12926,Submitted → Manager → Vendor Validation → Procurement,Submitted → Cancelled,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review""]","[""Request Submitted"", ""Cancelled""]","[""Manager Approval"", ""Vendor Validation"", ""Procurement Review""]","[""Cancelled""]",[],2,4,0,0,8.06,False,253,False,32,32,0,0,0,0,3,0,2,False
PR-11480,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,45.33,False,449,False,0,0,0,0,0,0,0,0,0,True
PR-14334,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,45.53,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-18227,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,94.56,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-14958,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,50.78,False,449,False,0,0,0,0,0,0,0,0,0,True
PR-10422,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,69.28,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-14330,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],7,5,1,0,84.61,False,20,False,5,0,0,5,0,0,0,0,0,True
PR-11623,Submitted → Manager → Vendor Validation → Security → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,104.69,False,192,False,0,0,0,0,0,0,0,0,0,True
PR-13512,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,52.74,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-12014,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,51.67,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-18104,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,47.53,False,74,False,0,0,0,0,0,0,0,0,0,True
PR-14033,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,39.69,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-10101,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,32.96,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-18316,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,42.28,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-14104,Submitted → Manager → Rejected,Submitted → Manager → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Rejected""]",[],[],[],3,3,0,0,31.56,False,112,False,0,0,0,0,0,0,0,0,0,True
PR-17858,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Security Review""]",[],[],4,5,0,0,16.39,False,1840,False,22,22,0,0,0,0,1,1,0,False
PR-15294,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,42.57,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-16887,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,32.28,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-11781,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,66.6,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-18171,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,28.27,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-11758,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,66.09,False,131,False,0,0,0,0,0,0,0,0,0,True
PR-17203,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,36.4,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-15888,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,12.84,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-16199,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,28.69,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-17320,Submitted → Manager → Procurement → Finance → PO Created → Payment,Submitted → Manager → Procurement → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,80.12,False,155,False,0,0,0,0,0,0,0,0,0,True
PR-16734,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,89.2,False,131,False,0,0,0,0,0,0,0,0,0,True
PR-11360,Submitted → Manager → PO Created → Payment,Submitted → Manager → Payment → PO Created,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Payment Authorized"", ""Purchase Order Created""]",[],[],"[""Payment before purchase order""]",4,4,0,0,13.17,True,12,False,34,22,12,0,0,0,1,1,0,False
PR-18267,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,34.71,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-17652,Submitted → Manager → Director → Vendor Validation → Procurement → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Vendor Validation → Procurement → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Vendor Validation"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Vendor Validation"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],9,9,0,0,112.74,False,44,False,0,0,0,0,0,0,0,0,0,True
PR-13961,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,85.76,False,74,False,0,0,0,0,0,0,0,0,0,True
PR-10758,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,28.14,False,345,False,0,0,0,0,0,0,0,0,0,True
PR-16182,Submitted → Security → PO Created → Payment,Submitted → Security → PO Created → Payment,"[""Request Submitted"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,46.84,False,88,False,0,0,0,0,0,0,0,0,0,True
PR-13703,Submitted → Manager → Vendor Validation → Finance → PO Created → Payment,Submitted → Manager → Vendor Validation → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,39.52,False,28,False,0,0,0,0,0,0,0,0,0,True
PR-16142,Submitted → Manager → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],6,4,1,0,88.96,False,74,False,5,0,0,5,0,0,0,0,0,True
PR-14798,Submitted → Manager → Rejected,Submitted → Manager → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Rejected""]",[],[],[],3,3,0,0,32.28,False,112,False,0,0,0,0,0,0,0,0,0,True
PR-14223,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,137.93,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-15205,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,48.95,False,170,False,0,0,0,0,0,0,0,0,0,True
PR-15283,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,49.07,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-16864,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],7,5,1,0,137.95,False,20,False,5,0,0,5,0,0,0,0,0,True
PR-10723,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,80.37,False,170,False,0,0,0,0,0,0,0,0,0,True
PR-10921,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,80.48,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-11700,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Security Review""]",[],[],4,5,0,0,43.39,False,1840,False,22,22,0,0,0,0,1,1,0,False
PR-12313,Submitted → Manager → Vendor Validation → Procurement → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],8,8,0,0,117.19,False,20,False,0,0,0,0,0,0,0,0,0,True
PR-10430,Submitted → Manager → Security → Finance → PO Created → Payment,Submitted → Manager → Security → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,54.27,False,260,False,0,0,0,0,0,0,0,0,0,True
PR-12351,Submitted → Manager → Rejected,Submitted → Manager → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Rejected""]",[],[],[],3,3,0,0,18.57,False,112,False,0,0,0,0,0,0,0,0,0,True
PR-11601,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,66.64,False,609,False,0,0,0,0,0,0,0,0,0,True
PR-10765,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,36.42,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-16054,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,47.92,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-11780,Submitted → Manager → Director → Security → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Security → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],8,8,0,0,70.22,False,70,False,0,0,0,0,0,0,0,0,0,True
PR-17197,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Vendor Validation"", ""Procurement Review""]",[],[],4,6,0,0,42.28,False,1840,False,28,28,0,0,0,0,2,0,2,False
PR-16116,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,53.17,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-15409,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Security Review""]",[],[],4,5,0,0,49.15,False,1840,False,22,22,0,0,0,0,1,1,0,False
PR-15199,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,75.7,False,449,False,0,0,0,0,0,0,0,0,0,True
PR-13337,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,49.0,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-13318,Submitted → Manager → Director → Legal → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Legal → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Legal Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Legal Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],8,8,0,0,65.54,False,26,False,14,14,0,0,0,0,1,0,1,False
PR-16624,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,102.9,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-12934,Submitted → Manager → Security → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Security → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,65.41,False,34,False,0,0,0,0,0,0,0,0,0,True
