violation_id,request_id,rule_id,rule_name,required_step,severity,violation_type,evidence,amount_at_risk
VIO-001790,PR-14788,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2141.6
VIO-001791,PR-14788,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2141.6
VIO-001792,PR-12671,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,8761.98
VIO-001793,PR-12671,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,8761.98
VIO-001794,PR-12671,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,8761.98
VIO-001795,PR-10197,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,7551.42
VIO-001796,PR-12764,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,11325.17
VIO-001797,PR-10867,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,15629.28
VIO-001798,PR-18462,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,30707.81
VIO-001799,PR-15885,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,22063.51
VIO-001800,PR-13549,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,12423.83
VIO-001801,PR-15196,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,52127.17
VIO-001802,PR-15980,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,3848.0
VIO-001803,PR-15897,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,4591.13
VIO-001804,PR-10183,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,21598.52
VIO-001805,PR-12164,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,104332.16
VIO-001806,PR-11145,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2259.48
VIO-001807,PR-14906,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5731.0
VIO-001808,PR-14906,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5731.0
VIO-001809,PR-11503,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,3038.1
VIO-001810,PR-15754,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,23276.69
VIO-001811,PR-10369,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1937.01
VIO-001812,PR-18264,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0895 approved $30,178 with a $0 limit",30177.52
VIO-001813,PR-18264,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,30177.52
VIO-001814,PR-18264,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,30177.52
VIO-001815,PR-18048,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0414 approved $8,533 with a $0 limit",8532.65
VIO-001816,PR-18048,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,8532.65
VIO-001817,PR-18048,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,8532.65
VIO-001818,PR-16806,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1296.59
VIO-001819,PR-16806,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1296.59
VIO-001820,PR-16733,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2046.61
VIO-001821,PR-16733,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2046.61
VIO-001822,PR-16733,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,2046.61
VIO-001823,PR-15531,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,2755.8
VIO-001824,PR-12145,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3173.33
VIO-001825,PR-12145,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3173.33
VIO-001826,PR-13286,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,7608.48
VIO-001827,PR-16645,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,20046.92
VIO-001828,PR-10284,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5015.48
VIO-001829,PR-16977,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,12749.53
VIO-001830,PR-16977,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,12749.53
VIO-001831,PR-13536,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,28115.46
VIO-001832,PR-13536,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,28115.46
VIO-001833,PR-18012,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,14217.74
VIO-001834,PR-18012,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,14217.74
VIO-001835,PR-13910,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,6988.76
VIO-001836,PR-13910,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,6988.76
VIO-001837,PR-13910,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6988.76
VIO-001838,PR-13910,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,6988.76
VIO-001839,PR-13910,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,6988.76
VIO-001840,PR-13141,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,16401.07
VIO-001841,PR-17813,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,5581.56
VIO-001842,PR-16034,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,44613.07
VIO-001843,PR-14076,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0959 approved $5,974 with a $0 limit",5973.57
VIO-001844,PR-14076,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,5973.57
VIO-001845,PR-10774,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,314.01
VIO-001846,PR-10774,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,314.01
VIO-001847,PR-14032,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,24816.05
VIO-001848,PR-10643,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0926 approved $1,504 with a $0 limit",1503.7
VIO-001849,PR-10643,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1503.7
VIO-001850,PR-15541,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,7337.15
VIO-001851,PR-15541,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,7337.15
VIO-001852,PR-12768,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,1974.37
VIO-001853,PR-12768,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,1974.37
VIO-001854,PR-12768,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,1974.37
VIO-001855,PR-18094,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,9454.0
VIO-001856,PR-16898,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,7102.26
VIO-001857,PR-16898,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,7102.26
VIO-001858,PR-12646,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0925 approved $1,836 with a $0 limit",1836.07
VIO-001859,PR-12646,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1836.07
VIO-001860,PR-14219,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0667 approved $6,085 with a $0 limit",6085.09
VIO-001861,PR-14219,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,6085.09
VIO-001862,PR-13388,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,11346.46
VIO-001863,PR-10874,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3805.11
VIO-001864,PR-10967,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,9115.76
VIO-001865,PR-10967,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,9115.76
VIO-001866,PR-11467,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5977.84
VIO-001867,PR-14478,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2480.46
VIO-001868,PR-16606,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,1346.41
VIO-001869,PR-12024,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2055.01
VIO-001870,PR-17116,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0773 approved $1,853 with a $0 limit",1853.17
VIO-001871,PR-17116,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1853.17
VIO-001872,PR-11452,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,9085.89
VIO-001873,PR-10888,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5071.44
VIO-001874,PR-15925,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,15616.17
VIO-001875,PR-14513,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0976 approved $4,535 with a $0 limit",4534.91
VIO-001876,PR-14513,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,4534.91
VIO-001877,PR-14138,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,4089.45
VIO-001878,PR-14771,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3862.79
VIO-001879,PR-14771,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3862.79
VIO-001880,PR-13705,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,6440.62
VIO-001881,PR-14238,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,13408.99
VIO-001882,PR-13237,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0930 approved $17,202 with a $0 limit",17201.61
VIO-001883,PR-13237,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,17201.61
VIO-001884,PR-13237,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,17201.61
VIO-001885,PR-16914,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,9404.04
VIO-001886,PR-16914,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,9404.04
VIO-001887,PR-16280,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,1435.35
VIO-001888,PR-18323,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,1495.22
VIO-001889,PR-12809,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,25695.42
VIO-001890,PR-12809,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,25695.42
VIO-001891,PR-12809,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,25695.42
VIO-001892,PR-10054,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3419.66
VIO-001893,PR-13528,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0768 approved $15,865 with a $0 limit",15865.16
VIO-001894,PR-13528,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,15865.16
VIO-001895,PR-15320,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4386.21
VIO-001896,PR-15216,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,8261.09
VIO-001897,PR-15839,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6155.39
VIO-001898,PR-15839,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6155.39
VIO-001899,PR-15428,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,3532.14
VIO-001900,PR-15351,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,10073.83
VIO-001901,PR-10007,RULE-016,Travel finance threshold,Finance Approval,Medium,Missing required step,Finance Approval was required but not observed,6324.87
VIO-001902,PR-13942,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,7221.03
VIO-001903,PR-12784,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1046 approved $12,502 with a $0 limit",12501.66
VIO-001904,PR-12784,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,12501.66
VIO-001905,PR-12433,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1030 approved $1,818 with a $0 limit",1817.82
VIO-001906,PR-12433,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1817.82
VIO-001907,PR-17223,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,7829.28
VIO-001908,PR-13609,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,1006.45
VIO-001909,PR-15451,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0418 approved $9,669 with a $0 limit",9669.43
VIO-001910,PR-15451,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,9669.43
VIO-001911,PR-11705,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,2967.0
VIO-001912,PR-11543,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,10344.68
VIO-001913,PR-11543,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,10344.68
VIO-001914,PR-12554,RULE-016,Travel finance threshold,Finance Approval,Medium,Missing required step,Finance Approval was required but not observed,6076.72
VIO-001915,PR-16631,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4563.62
VIO-001916,PR-10845,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,5565.61
VIO-001917,PR-14146,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,2795.82
VIO-001918,PR-11008,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,8869.53
VIO-001919,PR-15928,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3450.21
VIO-001920,PR-15436,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1607 approved $160,000 with a $15,000 limit",160000.0
VIO-001921,PR-17709,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,8545.1
VIO-001922,PR-12975,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0516 approved $8,553 with a $0 limit",8552.91
VIO-001923,PR-12975,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,8552.91
VIO-001924,PR-11093,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,43970.43
VIO-001925,PR-17554,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,15396.81
VIO-001926,PR-13199,RULE-005,High-value contract review,Legal Review,Critical,Missing required step,Legal Review was required but not observed,88714.52
VIO-001927,PR-10429,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2667.8
VIO-001928,PR-10457,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1025 approved $4,480 with a $0 limit",4479.73
VIO-001929,PR-10457,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,4479.73
VIO-001930,PR-10480,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1898.1
VIO-001931,PR-12143,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,34093.07
VIO-001932,PR-12143,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,34093.07
VIO-001933,PR-12143,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,34093.07
VIO-001934,PR-12143,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,34093.07
VIO-001935,PR-12143,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,34093.07
VIO-001936,PR-12143,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,34093.07
VIO-001937,PR-12143,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,34093.07
VIO-001938,PR-11459,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0675 approved $17,377 with a $0 limit",17377.4
VIO-001939,PR-11459,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,17377.4
VIO-001940,PR-13684,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,10383.14
VIO-001941,PR-17175,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1575 approved $11,624 with a $0 limit",11623.81
VIO-001942,PR-17175,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,11623.81
VIO-001943,PR-13612,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4034.46
VIO-001944,PR-15388,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4469.53
VIO-001945,PR-16880,RULE-005,High-value contract review,Legal Review,Critical,Missing required step,Legal Review was required but not observed,77574.35
VIO-001946,PR-12946,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0569 approved $15,159 with a $0 limit",15158.55
VIO-001947,PR-12946,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,15158.55
VIO-001948,PR-15075,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,1081.14
VIO-001949,PR-16308,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,16614.53
VIO-001950,PR-10157,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,37858.94
VIO-001951,PR-16597,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,46372.34
VIO-001952,PR-13146,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,21111.33
VIO-001953,PR-13548,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3897.87
VIO-001954,PR-15470,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,33871.77
VIO-001955,PR-12588,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3376.81
VIO-001956,PR-13266,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,1689.0
VIO-001957,PR-15300,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3082.76
VIO-001958,PR-15647,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,6825.44
VIO-001959,PR-15647,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6825.44
VIO-001960,PR-18418,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,82478.16
VIO-001961,PR-18418,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,82478.16
VIO-001962,PR-18418,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,82478.16
VIO-001963,PR-18418,RULE-005,High-value contract review,Legal Review,Critical,Missing required step,Legal Review was required but not observed,82478.16
VIO-001964,PR-18418,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,82478.16
VIO-001965,PR-18418,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,82478.16
VIO-001966,PR-18418,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,82478.16
VIO-001967,PR-18418,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,82478.16
VIO-001968,PR-17146,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0545 approved $1,241 with a $0 limit",1241.09
VIO-001969,PR-17146,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1241.09
VIO-001970,PR-15486,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,5224.68
VIO-001971,PR-15486,RULE-016,Travel finance threshold,Finance Approval,Medium,Missing required step,Finance Approval was required but not observed,5224.68
VIO-001972,PR-15289,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,12754.32
VIO-001973,PR-17242,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,32112.87
VIO-001974,PR-12405,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,13403.27
VIO-001975,PR-13707,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2040.61
VIO-001976,PR-14253,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,21268.01
VIO-001977,PR-18122,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3924.75
VIO-001978,PR-12361,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2700.24
VIO-001979,PR-12361,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2700.24
VIO-001980,PR-18235,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,42423.85
VIO-001981,PR-16510,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,10145.87
VIO-001982,PR-11706,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,16841.66
VIO-001983,PR-16400,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0509 approved $7,641 with a $0 limit",7641.35
VIO-001984,PR-16400,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,7641.35
VIO-001985,PR-10465,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4920.19
VIO-001986,PR-10465,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4920.19
VIO-001987,PR-14717,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,14334.87
VIO-001988,PR-15895,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,28232.73
VIO-001989,PR-15895,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,28232.73
VIO-001990,PR-15895,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,28232.73
VIO-001991,PR-15895,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,28232.73
VIO-001992,PR-17228,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,72447.06
VIO-001993,PR-11499,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,8349.72
VIO-001994,PR-10346,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,26911.34
VIO-001995,PR-15171,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,5227.18
VIO-001996,PR-15171,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5227.18
VIO-001997,PR-13285,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,17522.76
VIO-001998,PR-14066,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,12524.18
VIO-001999,PR-14682,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,46677.89
VIO-002000,PR-15709,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3160.98
VIO-002001,PR-17442,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,4884.71
VIO-002002,PR-15214,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,8530.93
VIO-002003,PR-17816,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,9701.43
VIO-002004,PR-11245,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,3902.67
VIO-002005,PR-11846,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,20457.14
VIO-002006,PR-10249,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,26883.45
